turk_uydu,cop_parca,cop_kaynak,mesafe_t0_km,hiz_t0_km_s,tahmin_t24_km,gercek_t24_km,hata_km,hiz_t24_km_s,delta_mesafe_km,cop_inclination_deg,cop_eccentricity,cop_sma_km,cop_perigee_km,cop_apogee_km,roket_govdesi,malzeme,yanma_orani,yere_dusme_riski,orbital_risk_skoru,bilesik_risk_skoru,cop_norad_id,discos_object_class,discos_mission,discos_mass_kg,discos_shape,risk_sinifi,trend,hesap_utc
IMECE,HJ-2F,aktif_uydular,9752.29,14.175,4908.3,3537.38,-1370.92,12.142,-6214.91,97.3878,0.0008,6880.6283,504.2456,515.011,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57519,Payload,Civil Earth Obs Sci,510.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-6365,aktif_uydular,12452.15,13.736,4908.84,6696.55,1787.71,7.694,-5755.6,43.0001,0.0002,6863.7179,491.5078,493.928,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57237,Payload,Commercial Communications,305.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31777,aktif_uydular,12915.11,14.317,4909.15,5358.56,449.41,6.302,-7556.54,43.0027,0.0001,6861.2213,489.4947,490.9479,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59619,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0688,aktif_uydular,13927.16,14.232,4909.41,4467.98,-441.43,6.592,-9459.19,87.9166,0.0001,7571.8439,1200.3449,1201.3429,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,61596,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,STARK,aktif_uydular,13907.1,0.844,4909.59,4833.26,-76.33,14.136,-9073.84,97.9575,0.0008,7009.9313,633.6086,644.2539,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,65299,Payload,Commercial Communications,30.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 4A,SYRACUSE 3A,aktif_uydular,4242.73,0.256,4909.9,4263.3,-646.6,0.254,20.56,4.4354,0.0004,42165.4079,35778.6254,35810.1904,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,28885,Payload,Defense Communications,3725.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 6A,SYRACUSE 3A,aktif_uydular,4237.42,0.254,4909.9,4251.01,-658.89,0.252,13.59,4.4354,0.0004,42165.4079,35778.6254,35810.1904,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,28885,Payload,Defense Communications,3725.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-36111,aktif_uydular,11447.11,13.682,4910.07,3687.23,-1222.84,7.271,-7759.88,53.1584,0.0001,6853.3875,481.5068,483.2682,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66950,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-36481,aktif_uydular,10852.34,13.668,4910.44,4973.33,62.89,9.651,-5879.0,43.0031,0.0002,6861.1198,488.9369,491.3027,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67307,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-33875,aktif_uydular,11716.73,13.491,4910.97,3417.25,-1493.72,8.352,-8299.48,43.0009,0.0,6861.1188,490.0234,490.2142,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,63789,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-36165,aktif_uydular,11031.19,14.035,4912.5,5052.22,139.72,10.823,-5978.97,53.158,0.0001,6853.2826,481.3321,483.2332,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66937,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-3352,aktif_uydular,3574.84,14.123,4912.64,6631.64,1719.0,13.218,3056.8,53.1928,0.0001,6865.65,493.7259,495.5741,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,51147,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0549,aktif_uydular,12278.57,13.42,4912.96,1968.28,-2944.68,10.04,-10310.29,87.9169,0.0002,7555.8818,1183.4121,1186.3514,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,56051,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-30975,aktif_uydular,11329.37,14.111,4913.8,3616.45,-1297.35,7.829,-7712.92,43.0025,0.0001,6861.1608,489.227,491.0946,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,58446,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-5445,aktif_uydular,12899.18,13.964,4914.19,2925.01,-1989.18,9.03,-9974.17,53.218,0.0002,6917.8849,545.7649,548.0049,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,54790,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-35758,aktif_uydular,4400.02,14.598,4914.66,6143.31,1228.65,14.246,1743.29,53.1576,0.0001,6853.3605,481.4332,483.2877,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66229,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32267,aktif_uydular,11553.18,14.033,4914.68,3870.4,-1044.28,8.989,-7682.77,53.1586,0.0001,6853.3933,481.7813,483.0053,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60363,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 3A,YAMAL 601,aktif_uydular,5160.31,0.377,4915.79,5160.72,244.93,0.377,0.42,0.0235,0.0003,42164.6181,35782.6806,35804.5556,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,44307,Payload,Commercial Communications,3162.0,Cyl + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 4A,YAMAL 601,aktif_uydular,5188.55,0.378,4915.79,5198.38,282.59,0.378,9.83,0.0235,0.0003,42164.6181,35782.6806,35804.5556,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,44307,Payload,Commercial Communications,3162.0,Cyl + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 5B,YAMAL 601,aktif_uydular,5171.06,0.377,4915.79,5172.04,256.25,0.377,0.98,0.0235,0.0003,42164.6181,35782.6806,35804.5556,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,44307,Payload,Commercial Communications,3162.0,Cyl + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 6A,YAMAL 601,aktif_uydular,5179.75,0.377,4915.79,5179.77,263.98,0.377,0.02,0.0235,0.0003,42164.6181,35782.6806,35804.5556,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,44307,Payload,Commercial Communications,3162.0,Cyl + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-30531,aktif_uydular,13211.92,13.867,4919.56,5740.13,820.57,4.691,-7471.79,43.0034,0.0001,6861.4658,489.7639,491.1678,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57998,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-36709,aktif_uydular,8632.9,15.074,4919.61,3905.23,-1014.38,12.619,-4727.68,97.2844,0.0002,6843.7481,471.4882,474.0081,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67969,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-32712,aktif_uydular,10972.96,13.805,4919.69,7757.84,2838.15,10.714,-3215.13,53.1577,0.0001,6853.3739,481.6756,483.0723,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62433,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-2446,aktif_uydular,2209.64,14.671,4919.9,4858.71,-61.19,14.851,2649.07,53.1612,0.0001,6850.7949,478.9707,480.619,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,47844,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-37151,aktif_uydular,12140.06,4.878,4920.74,6034.88,1114.14,12.032,-6105.18,53.1579,0.0001,6650.304,278.7434,279.8646,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,68290,Unknown,,,,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,APRIZESAT 4,aktif_uydular,13855.95,2.752,4921.48,1144.06,-3777.42,14.788,-12711.89,98.1455,0.0042,6995.6692,594.9523,654.3861,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,35684,Payload,Commercial Communications,12.0,Box + 1 Ant,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,SAUDICOMSAT 4,aktif_uydular,7522.3,3.374,4923.07,3186.98,-1736.09,7.706,-4335.32,98.3911,0.0064,7057.129,640.9238,731.3341,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,31127,Payload,Civil Communications,12.0,Box,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 3A,TIBA-1,aktif_uydular,4796.54,0.349,4924.94,4794.57,-130.37,0.349,-1.97,0.0572,0.0002,42164.4928,35783.5041,35803.4816,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,44800,Payload,Civil Communications,5600.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 4A,TIBA-1,aktif_uydular,4769.98,0.348,4924.94,4758.54,-166.4,0.347,-11.44,0.0572,0.0002,42164.4928,35783.5041,35803.4816,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,44800,Payload,Civil Communications,5600.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 5B,TIBA-1,aktif_uydular,4787.54,0.349,4924.94,4784.98,-139.96,0.349,-2.56,0.0572,0.0002,42164.4928,35783.5041,35803.4816,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,44800,Payload,Civil Communications,5600.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 6A,TIBA-1,aktif_uydular,4777.35,0.349,4924.94,4775.73,-149.21,0.349,-1.62,0.0572,0.0002,42164.4928,35783.5041,35803.4816,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,44800,Payload,Civil Communications,5600.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31714,aktif_uydular,6274.32,14.26,4925.6,6310.68,1385.08,13.423,36.36,53.1614,0.0001,6853.3976,481.4909,483.3043,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59387,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-11583 [DTC],aktif_uydular,8241.64,6.051,4926.05,6578.96,1652.91,9.266,-1662.68,42.9999,0.0003,6734.1589,360.9797,365.338,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62991,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-36997,aktif_uydular,9719.64,4.386,4927.2,4324.7,-602.5,11.366,-5394.93,53.1589,0.0002,6705.7024,333.6858,335.7189,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,68248,Unknown,,,,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-34711,aktif_uydular,10203.46,14.019,4928.88,4635.74,-293.14,11.596,-5567.71,53.1566,0.0002,6853.1949,480.8222,483.5676,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,64912,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,ONEWEB-0293,aktif_uydular,13390.13,14.054,4929.11,5662.7,733.59,6.188,-7727.43,87.9177,0.0002,7571.8439,1199.347,1202.3409,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,49082,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-35108,aktif_uydular,9615.35,13.845,4929.3,4681.44,-247.86,12.189,-4933.9,53.1581,0.0001,6853.4608,481.6397,483.2818,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,65738,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ALOS-4 (DAICHI-4),aktif_uydular,12848.64,5.128,4929.59,2407.93,-2521.66,14.772,-10440.71,97.9192,0.0002,7009.1059,637.0279,639.1839,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60182,Payload,Civil Imaging,2900.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-35213,aktif_uydular,6426.34,14.32,4929.97,1986.73,-2943.24,13.761,-4439.61,53.1574,0.0001,6853.4077,481.5284,483.287,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,65638,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,ONEWEB-0580,aktif_uydular,10229.0,14.029,4930.33,4723.79,-206.54,11.759,-5505.21,87.917,0.0001,7555.8857,1183.8355,1185.936,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,54648,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-11500 [DTC],aktif_uydular,12800.96,3.265,4930.34,2751.91,-2178.43,14.492,-10049.05,43.0013,0.0001,6734.4784,362.6959,364.261,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62472,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-31343,aktif_uydular,10306.34,14.248,4932.03,3822.12,-1109.91,10.671,-6484.22,42.9991,0.0001,6861.1685,489.2642,491.0728,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,59093,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35434,aktif_uydular,10341.31,14.18,4932.12,3724.74,-1207.38,11.182,-6616.57,53.1604,0.0001,6853.3694,481.6382,483.1007,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66246,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,ONEWEB-0507,aktif_uydular,14546.08,14.206,4933.51,4597.2,-336.31,2.202,-9948.87,87.9199,0.0002,7563.9074,1191.4437,1194.371,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,54125,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,ONEWEB-0094,aktif_uydular,13770.13,14.13,4934.5,4491.29,-443.21,3.34,-9278.84,87.9188,0.0002,7571.8533,1199.3473,1202.3594,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,45450,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-36812,aktif_uydular,8245.36,14.714,4935.17,3038.48,-1896.69,11.751,-5206.88,97.2844,0.0001,6843.8165,471.8686,473.7643,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67968,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-36612,aktif_uydular,3948.28,14.529,4935.36,2469.92,-2465.44,14.473,-1478.35,97.2854,0.0002,6797.195,425.1564,427.2336,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67580,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-35291,aktif_uydular,7334.17,14.504,4935.67,2354.04,-2581.63,13.67,-4980.13,53.1579,0.0001,6853.393,481.5919,483.1942,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,66083,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,S-NET C,aktif_uydular,13907.99,15.06,4936.09,2112.35,-2823.74,2.604,-11795.65,97.545,0.0009,6896.641,519.694,531.5879,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,43189,Payload,Amateur Com/Tech,8.0,Box,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,LEMUR-2-KREMPEL-BRO2,aktif_uydular,11390.44,15.1,4936.14,5298.74,362.6,7.061,-6091.7,97.5632,0.002,6904.0929,519.5471,546.6387,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,63353,Payload,Commercial Imaging,15.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,STARLINK-36338,aktif_uydular,4575.51,15.063,4936.91,2555.13,-2381.78,14.436,-2020.38,97.2846,0.0002,6811.5972,439.3418,441.8525,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67704,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,ONEWEB-0283,aktif_uydular,14167.02,14.086,4937.26,6698.69,1761.43,4.527,-7468.33,87.9029,0.0002,7575.8917,1203.4621,1206.3212,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,49001,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,KINEIS-5C,aktif_uydular,4313.77,6.86,4937.8,7279.59,2341.79,5.859,2965.82,97.9381,0.0004,7031.7365,658.0799,663.3931,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,62081,Payload,Commercial Communications,28.0,Box + 2 Pan + 1 Ant,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,STARLINK-36569,aktif_uydular,924.82,1.058,4938.64,5738.64,800.0,6.402,4813.82,97.2856,0.0002,6722.0107,349.9143,352.1071,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67553,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-11337 [DTC],aktif_uydular,7309.06,6.284,4939.52,2121.76,-2817.76,10.542,-5187.3,53.1581,0.0001,6737.7163,366.0614,367.3712,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,61940,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0691,aktif_uydular,12501.17,14.038,4941.33,5968.12,1026.79,7.171,-6533.05,87.8906,0.0001,7595.8245,1223.7413,1225.9077,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,61599,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-30471,aktif_uydular,4156.15,14.145,4942.8,3561.77,-1381.03,13.958,-594.38,43.0015,0.0001,6863.6828,491.7905,493.575,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,57932,Payload,Commercial Communications,730.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,YAOGAN-37,aktif_uydular,9766.86,15.017,4944.12,3506.21,-1437.91,10.442,-6260.65,43.196,0.0019,6895.0299,511.2272,536.8326,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,55244,Payload,Defense Imaging,1000.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0527,aktif_uydular,11049.47,13.648,4944.54,1227.5,-3717.04,9.958,-9821.98,87.9169,0.0002,7555.8852,1183.5576,1186.2127,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,54642,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
TURKSAT 5A,ASTRA 5B,aktif_uydular,5426.75,0.396,4944.74,5437.45,492.71,0.397,10.71,0.0898,0.0004,42165.832,35779.4795,35810.1846,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,39617,Payload,Commercial Communications,5724.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-4406,aktif_uydular,12836.19,14.122,4945.22,3023.31,-1921.91,4.112,-9812.87,97.6035,0.0002,6911.1745,538.898,541.451,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,53667,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0693,aktif_uydular,13122.88,14.084,4945.28,3192.63,-1752.65,4.836,-9930.25,87.9166,0.0002,7571.8491,1199.2272,1202.471,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,61601,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,STARLINK-36574,aktif_uydular,1478.4,1.54,4945.33,4319.18,-626.15,4.889,2840.78,97.2862,0.0002,6722.1046,349.7245,352.4846,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,67535,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,STARLINK-2195,aktif_uydular,5411.97,14.999,4945.45,5445.63,500.18,13.128,33.66,53.1595,0.0001,6853.2343,481.3262,483.1423,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,47772,Payload,Commercial Communications,260.0,Box + 1 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,FLOCK 4BE-34,aktif_uydular,4716.38,14.296,4947.54,4734.56,-212.98,14.405,18.18,97.3799,0.0004,6828.3737,454.5884,460.1589,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,60495,Payload,Commercial Imaging,5.7,Box + 2 Pan,YUKSEK,UZAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 2,STARLINK-37102,aktif_uydular,11477.5,4.065,4947.98,5197.96,249.98,13.323,-6279.53,53.1592,0.0001,6706.0294,334.3393,335.7194,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,68183,Unknown,,,,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,ONEWEB-0556,aktif_uydular,12400.41,13.489,4949.39,2032.95,-2916.44,7.062,-10367.47,87.9135,0.0002,7559.9086,1187.5456,1190.2717,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,55798,Payload,Commercial Communications,148.0,Trap Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,HULIANWANG DIGUI-31,aktif_uydular,12512.06,14.211,4949.58,1724.89,-3224.69,7.07,-10787.17,86.5011,0.0002,7546.0603,1173.6311,1176.4896,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,64284,Payload,Civil Communications,800.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,STARLINK-36916,aktif_uydular,5239.98,4.552,4949.59,567.37,-4382.22,6.771,-4672.61,97.2856,0.0001,6731.2183,359.2853,361.1512,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,68022,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
GOKTURK 1A,PUNCH-NFI (SMEX 15A),aktif_uydular,7903.66,4.522,4950.5,1418.2,-3532.3,8.523,-6485.47,97.9567,0.0012,7024.3127,644.6707,661.9547,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,63178,Payload,Civil Astronomy,502.0,Cyl + Cone + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,STARLINK-35278,aktif_uydular,9805.54,14.003,4950.84,885.15,-4065.69,10.06,-8920.39,53.1596,0.0001,6853.339,481.4145,483.2635,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,65902,Payload,Commercial Communications,575.0,Box + 2 Pan,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
IMECE,SAUDISAT 3,aktif_uydular,5402.03,1.079,4951.36,2623.22,-2328.14,5.266,-2778.81,98.1376,0.0016,7034.8374,652.7519,674.9229,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.671,31118,Payload,Civil Imaging,100.0,Box,YUKSEK,YAKLASYOR,2026-05-05T08:33:12.952948+00:00
